timestamp,symbol,price,regime,state,bar_pnl,realized_pnl,unrealized_pnl,total_equity,corridor_occupancy,active_layers
2026-03-20T13:30:00+00:00,SPY,655.77,NEUTRAL,IDLE,0.0,0.0,0.0,0.0,False,0
2026-03-20T13:31:00+00:00,SPY,655.67,NEUTRAL,IDLE,0.0,0.0,0.0,0.0,False,0
2026-03-20T13:32:00+00:00,SPY,655.65,NEUTRAL,IDLE,0.0,0.0,0.0,0.0,False,0
2026-03-20T13:33:00+00:00,SPY,655.08,NEUTRAL,IDLE,0.0,0.0,0.0,0.0,False,0
2026-03-20T13:34:00+00:00,SPY,655.06,NEUTRAL,IDLE,0.0,0.0,0.0,0.0,False,0
2026-03-20T13:35:00+00:00,SPY,654.91,NEUTRAL,IDLE,0.0,0.0,0.0,0.0,False,0
2026-03-20T13:36:00+00:00,SPY,655.23,NEUTRAL,IDLE,0.0,0.0,0.0,0.0,False,0
2026-03-20T13:37:00+00:00,SPY,655.0,NEUTRAL,IDLE,0.0,0.0,0.0,0.0,False,0
2026-03-20T13:38:00+00:00,SPY,654.9,NEUTRAL,IDLE,0.0,0.0,0.0,0.0,False,0
2026-03-20T13:39:00+00:00,SPY,654.84,NEUTRAL,IDLE,0.0,0.0,0.0,0.0,False,0
2026-03-20T13:40:00+00:00,SPY,655.05,NEUTRAL,IDLE,0.0,0.0,0.0,0.0,False,0
2026-03-20T13:41:00+00:00,SPY,655.54,NEUTRAL,IDLE,0.0,0.0,0.0,0.0,False,0
2026-03-20T13:42:00+00:00,SPY,655.22,NEUTRAL,IDLE,0.0,0.0,0.0,0.0,False,0
2026-03-20T13:43:00+00:00,SPY,656.01,NEUTRAL,IDLE,0.0,0.0,0.0,0.0,False,0
2026-03-20T13:44:00+00:00,SPY,656.26,NEUTRAL,IDLE,0.0,0.0,0.0,0.0,False,0
2026-03-20T13:45:00+00:00,SPY,656.36,NEUTRAL,IDLE,0.0,0.0,0.0,0.0,False,0
2026-03-20T13:46:00+00:00,SPY,655.46,NEUTRAL,IDLE,0.0,0.0,0.0,0.0,False,0
2026-03-20T13:47:00+00:00,SPY,655.93,NEUTRAL,IDLE,0.0,0.0,0.0,0.0,False,0
2026-03-20T13:48:00+00:00,SPY,656.01,NEUTRAL,IDLE,0.0,0.0,0.0,0.0,False,0
2026-03-20T13:49:00+00:00,SPY,655.56,NEUTRAL,IDLE,0.0,0.0,0.0,0.0,False,0
2026-03-20T13:50:00+00:00,SPY,654.36,NEUTRAL,IDLE,0.0,0.0,0.0,0.0,False,0
2026-03-20T13:51:00+00:00,SPY,654.27,NEUTRAL,IDLE,0.0,0.0,0.0,0.0,False,0
2026-03-20T13:52:00+00:00,SPY,654.21,NEUTRAL,IDLE,0.0,0.0,0.0,0.0,False,0
2026-03-20T13:53:00+00:00,SPY,654.25,NEUTRAL,IDLE,0.0,0.0,0.0,0.0,False,0
2026-03-20T13:54:00+00:00,SPY,654.51,NEUTRAL,IDLE,0.0,0.0,0.0,0.0,False,0
2026-03-20T13:55:00+00:00,SPY,654.21,NEUTRAL,IDLE,0.0,0.0,0.0,0.0,False,0
2026-03-20T13:56:00+00:00,SPY,653.87,NEUTRAL,IDLE,0.0,0.0,0.0,0.0,False,0
2026-03-20T13:57:00+00:00,SPY,653.66,NEUTRAL,IDLE,0.0,0.0,0.0,0.0,False,0
2026-03-20T13:58:00+00:00,SPY,653.12,NEUTRAL,IDLE,0.0,0.0,0.0,0.0,False,0
2026-03-20T13:59:00+00:00,SPY,653.15,NEUTRAL,IDLE,0.0,0.0,0.0,0.0,False,0
2026-03-20T14:00:00+00:00,SPY,652.97,NEUTRAL,IDLE,0.0,0.0,0.0,0.0,False,0
2026-03-20T14:01:00+00:00,SPY,652.67,NEUTRAL,IDLE,0.0,0.0,0.0,0.0,False,0
2026-03-20T14:02:00+00:00,SPY,653.03,NEUTRAL,IDLE,0.0,0.0,0.0,0.0,False,0
2026-03-20T14:03:00+00:00,SPY,652.8,NEUTRAL,IDLE,0.0,0.0,0.0,0.0,False,0
2026-03-20T14:04:00+00:00,SPY,653.09,NEUTRAL,IDLE,0.0,0.0,0.0,0.0,False,0
2026-03-20T14:05:00+00:00,SPY,653.49,NEUTRAL,IDLE,0.0,0.0,0.0,0.0,True,0
2026-03-20T14:06:00+00:00,SPY,653.48,NEUTRAL,IDLE,0.0,0.0,0.0,0.0,True,0
2026-03-20T14:07:00+00:00,SPY,653.32,NEUTRAL,IDLE,0.0,0.0,0.0,0.0,True,0
2026-03-20T14:08:00+00:00,SPY,652.68,NEUTRAL,IDLE,0.0,0.0,0.0,0.0,True,0
2026-03-20T14:09:00+00:00,SPY,652.91,NEUTRAL,IDLE,0.0,0.0,0.0,0.0,True,0
2026-03-20T14:10:00+00:00,SPY,652.84,NEUTRAL,IDLE,0.0,0.0,0.0,0.0,True,0
2026-03-20T14:11:00+00:00,SPY,652.33,NEUTRAL,IDLE,0.0,0.0,0.0,0.0,True,0
2026-03-20T14:12:00+00:00,SPY,652.03,NEUTRAL,IDLE,0.0,0.0,0.0,0.0,True,0
2026-03-20T14:13:00+00:00,SPY,651.82,NEUTRAL,IDLE,0.0,0.0,0.0,0.0,True,0
2026-03-20T14:14:00+00:00,SPY,651.77,NEUTRAL,IDLE,0.0,0.0,0.0,0.0,True,0
2026-03-20T14:15:00+00:00,SPY,652.07,NEUTRAL,IDLE,0.0,0.0,0.0,0.0,True,0
2026-03-20T14:16:00+00:00,SPY,652.31,NEUTRAL,IDLE,0.0,0.0,0.0,0.0,True,0
2026-03-20T14:17:00+00:00,SPY,652.38,RANGE,ACTIVE_CENTERED,0.6064239999999996,0.0,0.6064239999999996,0.6064239999999996,True,1
2026-03-20T14:18:00+00:00,SPY,651.99,RANGE,ACTIVE_CENTERED,0.6293492508333354,0.0,1.235773250833335,1.235773250833335,True,2
2026-03-20T14:19:00+00:00,SPY,652.18,RANGE,ACTIVE_CENTERED,0.03972996805554341,0.0,1.2755032188888784,1.2755032188888784,True,2
2026-03-20T14:20:00+00:00,SPY,652.2,RANGE,ACTIVE_CENTERED,0.00466076722224229,0.0,1.2801639861111207,1.2801639861111207,True,2
2026-03-20T14:21:00+00:00,SPY,651.7,RANGE,ACTIVE_CENTERED,-0.1027508805555557,0.0,1.177413105555565,1.177413105555565,True,2
