timestamp,symbol,week_key,action,state,price,center_price,layer_id,detail,kind,body_strike,lower_strike,upper_strike,width,dte,entry_cost,entry_debit,entry_friction_cost,gross_deployment,close_value,gross_close_value,realized_pnl,gross_realized_pnl,close_friction_cost
2025-04-01T16:30:00+00:00,SPX,2025-03-31,DEPLOY_INITIAL,ACTIVE,5625.26,0.0,1,Opened an initial weekly butterfly layer.,INITIAL,-75.0,-225.0,75.0,150.0,12.0,33.056,33.0,0.056,33.056,,,,,
2025-04-01T16:30:00+00:00,SPX,2025-03-31,DEPLOY_INITIAL,ACTIVE,5625.26,0.0,2,Opened an initial weekly butterfly layer.,INITIAL,0.0,-150.0,150.0,150.0,12.0,33.056,33.0,0.056,33.056,,,,,
2025-04-01T16:30:00+00:00,SPX,2025-03-31,DEPLOY_INITIAL,ACTIVE,5625.26,0.0,3,Opened an initial weekly butterfly layer.,INITIAL,75.0,-75.0,225.0,150.0,12.0,33.056,33.0,0.056,33.056,,,,,
2025-04-02T17:00:00+00:00,SPX,2025-03-31,ABORT,ABORTED,5683.57,0.0,1,Aborted on trend-dominant week.,INITIAL,-75.0,-225.0,75.0,150.0,,,,,,0.0,0.0,-33.056,-33.0,0.056
2025-04-02T17:00:00+00:00,SPX,2025-03-31,ABORT,ABORTED,5683.57,0.0,2,Aborted on trend-dominant week.,INITIAL,0.0,-150.0,150.0,150.0,,,,,,0.0,0.0,-33.056,-33.0,0.056
2025-04-02T17:00:00+00:00,SPX,2025-03-31,ABORT,ABORTED,5683.57,0.0,3,Aborted on trend-dominant week.,INITIAL,75.0,-75.0,225.0,150.0,,,,,,0.0,0.0,-33.056,-33.0,0.056
2025-04-21T14:00:00+00:00,SPX,2025-04-21,DEPLOY_INITIAL,ACTIVE,5184.19,0.0,4,Opened an initial weekly butterfly layer.,INITIAL,-75.0,-225.0,75.0,150.0,12.0,33.056,33.0,0.056,33.056,,,,,
2025-04-21T14:00:00+00:00,SPX,2025-04-21,DEPLOY_INITIAL,ACTIVE,5184.19,0.0,5,Opened an initial weekly butterfly layer.,INITIAL,0.0,-150.0,150.0,150.0,12.0,33.056,33.0,0.056,33.056,,,,,
2025-04-21T14:00:00+00:00,SPX,2025-04-21,DEPLOY_INITIAL,ACTIVE,5184.19,0.0,6,Opened an initial weekly butterfly layer.,INITIAL,75.0,-75.0,225.0,150.0,12.0,33.056,33.0,0.056,33.056,,,,,
2025-04-21T15:00:00+00:00,SPX,2025-04-21,ABORT,ABORTED,5158.57,0.0,4,Aborted on trend-dominant week.,INITIAL,-75.0,-225.0,75.0,150.0,,,,,,0.0,0.0,-33.056,-33.0,0.056
2025-04-21T15:00:00+00:00,SPX,2025-04-21,ABORT,ABORTED,5158.57,0.0,5,Aborted on trend-dominant week.,INITIAL,0.0,-150.0,150.0,150.0,,,,,,0.0,0.0,-33.056,-33.0,0.056
2025-04-21T15:00:00+00:00,SPX,2025-04-21,ABORT,ABORTED,5158.57,0.0,6,Aborted on trend-dominant week.,INITIAL,75.0,-75.0,225.0,150.0,,,,,,0.0,0.0,-33.056,-33.0,0.056
2025-04-29T17:30:00+00:00,SPX,2025-04-28,DEPLOY_INITIAL,ACTIVE,5545.31,0.0,7,Opened an initial weekly butterfly layer.,INITIAL,-75.0,-225.0,75.0,150.0,12.0,33.056,33.0,0.056,33.056,,,,,
2025-04-29T17:30:00+00:00,SPX,2025-04-28,DEPLOY_INITIAL,ACTIVE,5545.31,0.0,8,Opened an initial weekly butterfly layer.,INITIAL,0.0,-150.0,150.0,150.0,12.0,33.056,33.0,0.056,33.056,,,,,
2025-04-29T17:30:00+00:00,SPX,2025-04-28,DEPLOY_INITIAL,ACTIVE,5545.31,0.0,9,Opened an initial weekly butterfly layer.,INITIAL,75.0,-75.0,225.0,150.0,12.0,33.056,33.0,0.056,33.056,,,,,
2025-04-29T20:00:00+00:00,SPX,2025-04-28,ABORT,ABORTED,5560.3,0.0,7,Aborted on trend-dominant week.,INITIAL,-75.0,-225.0,75.0,150.0,,,,,,0.0,0.0,-33.056,-33.0,0.056
2025-04-29T20:00:00+00:00,SPX,2025-04-28,ABORT,ABORTED,5560.3,0.0,8,Aborted on trend-dominant week.,INITIAL,0.0,-150.0,150.0,150.0,,,,,,0.0,0.0,-33.056,-33.0,0.056
2025-04-29T20:00:00+00:00,SPX,2025-04-28,ABORT,ABORTED,5560.3,0.0,9,Aborted on trend-dominant week.,INITIAL,75.0,-75.0,225.0,150.0,,,,,,0.0,0.0,-33.056,-33.0,0.056
2025-05-05T14:00:00+00:00,SPX,2025-05-05,DEPLOY_INITIAL,ACTIVE,5649.06,0.0,10,Opened an initial weekly butterfly layer.,INITIAL,-75.0,-225.0,75.0,150.0,12.0,33.056,33.0,0.056,33.056,,,,,
2025-05-05T14:00:00+00:00,SPX,2025-05-05,DEPLOY_INITIAL,ACTIVE,5649.06,0.0,11,Opened an initial weekly butterfly layer.,INITIAL,0.0,-150.0,150.0,150.0,12.0,33.056,33.0,0.056,33.056,,,,,
2025-05-05T14:00:00+00:00,SPX,2025-05-05,DEPLOY_INITIAL,ACTIVE,5649.06,0.0,12,Opened an initial weekly butterfly layer.,INITIAL,75.0,-75.0,225.0,150.0,12.0,33.056,33.0,0.056,33.056,,,,,
2025-05-05T14:30:00+00:00,SPX,2025-05-05,ABORT,ABORTED,5647.87,0.0,10,Aborted on trend-dominant week.,INITIAL,-75.0,-225.0,75.0,150.0,,,,,,0.0,0.0,-33.056,-33.0,0.056
2025-05-05T14:30:00+00:00,SPX,2025-05-05,ABORT,ABORTED,5647.87,0.0,11,Aborted on trend-dominant week.,INITIAL,0.0,-150.0,150.0,150.0,,,,,,0.0,0.0,-33.056,-33.0,0.056
2025-05-05T14:30:00+00:00,SPX,2025-05-05,ABORT,ABORTED,5647.87,0.0,12,Aborted on trend-dominant week.,INITIAL,75.0,-75.0,225.0,150.0,,,,,,0.0,0.0,-33.056,-33.0,0.056
2025-05-12T14:00:00+00:00,SPX,2025-05-12,DEPLOY_INITIAL,ACTIVE,5808.84,0.0,13,Opened an initial weekly butterfly layer.,INITIAL,-75.0,-225.0,75.0,150.0,12.0,33.056,33.0,0.056,33.056,,,,,
2025-05-12T14:00:00+00:00,SPX,2025-05-12,DEPLOY_INITIAL,ACTIVE,5808.84,0.0,14,Opened an initial weekly butterfly layer.,INITIAL,0.0,-150.0,150.0,150.0,12.0,33.056,33.0,0.056,33.056,,,,,
2025-05-12T14:00:00+00:00,SPX,2025-05-12,DEPLOY_INITIAL,ACTIVE,5808.84,0.0,15,Opened an initial weekly butterfly layer.,INITIAL,75.0,-75.0,225.0,150.0,12.0,33.056,33.0,0.056,33.056,,,,,
2025-05-12T17:00:00+00:00,SPX,2025-05-12,ABORT,ABORTED,5829.92,0.0,13,Aborted on trend-dominant week.,INITIAL,-75.0,-225.0,75.0,150.0,,,,,,0.0,0.0,-33.056,-33.0,0.056
2025-05-12T17:00:00+00:00,SPX,2025-05-12,ABORT,ABORTED,5829.92,0.0,14,Aborted on trend-dominant week.,INITIAL,0.0,-150.0,150.0,150.0,,,,,,0.0,0.0,-33.056,-33.0,0.056
2025-05-12T17:00:00+00:00,SPX,2025-05-12,ABORT,ABORTED,5829.92,0.0,15,Aborted on trend-dominant week.,INITIAL,75.0,-75.0,225.0,150.0,,,,,,0.0,0.0,-33.056,-33.0,0.056
